Education,Skills,Years_Experience,Certifications,Test_Score,Interview_Rating,Gender,Selection_Status,AI_Selection,Merit_Score
PhD,78.84917510431545,5,Yes,73.03877625923296,5,Male,0,0,0.0
Master's,47.25501567910825,18,Yes,81.87057319360707,3,Female,0,0,0.0
PhD,58.91535502203215,16,Yes,89.16983773428915,3,Male,0,0,0.0
PhD,72.98080503062336,9,Yes,86.46119304338025,3,Female,0,0,0.0
PhD,77.01416035259797,0,No,85.16241648442734,5,Female,0,0,0.0
Master's,81.96579694391406,12,No,64.04740229482411,3,Female,0,0,0.0
Bachelor's,50.4018097973037,9,Yes,87.92329353530346,1,Male,0,0,0.0
Bachelor's,65.37320810481738,11,Yes,68.23739964287603,2,Male,0,0,0.0
Master's,86.39499252976188,1,No,57.1796860361789,2,Male,0,0,0.0
Bachelor's,65.37682050975805,9,No,66.5083424589366,3,Female,0,0,0.0
Bachelor's,74.41411676806693,20,Yes,74.08255995665633,4,Female,1,1,0.97
PhD,72.43658887666103,0,Yes,54.62632918553686,5,Male,0,0,0.0
PhD,89.51855726936738,0,No,82.11954225075733,2,Male,0,0,0.0
Master's,63.01136208736568,19,No,83.32149542710766,1,Male,0,0,0.0
Master's,49.15076606945446,14,Yes,71.17748323558764,4,Female,0,0,0.0
Bachelor's,55.48192164796152,0,No,63.33950697119704,4,Male,0,0,0.0
PhD,72.83265969975282,20,No,84.2312851153448,1,Female,0,0,0.0
Master's,46.45688880504914,8,Yes,65.76603136007459,5,Male,0,0,0.0
Master's,61.83379022398791,6,No,58.794667418139284,5,Female,0,0,0.0
Master's,71.13124589461297,15,Yes,74.35539130526993,3,Male,0,0,0.0
Master's,58.50111843034888,15,No,75.26625978192216,1,Male,0,0,0.0
Master's,74.90279871630001,12,Yes,78.13447599809656,1,Female,0,0,0.0
Master's,80.86617643522428,9,No,82.67896757092483,1,Female,0,0,0.0
Bachelor's,76.82362899929012,17,No,83.89730619560751,3,Male,0,0,0.0
PhD,46.78742559921658,8,Yes,62.35844203443721,2,Female,0,0,0.0
PhD,71.1877328135444,11,Yes,54.61583797661767,5,Male,0,0,0.0
Master's,72.36163460258125,12,No,79.59713952992126,3,Female,0,0,0.0
PhD,64.28604822681261,10,Yes,75.49645494337017,3,Male,0,0,0.0
PhD,74.69966519284557,14,Yes,70.42020519071542,3,Male,0,0,0.01
PhD,74.16136863618411,9,No,73.55169552570362,1,Male,0,0,0.0
Master's,68.6368714470555,9,No,66.63718665696031,3,Male,0,0,0.0
Master's,54.93592482980021,8,No,92.27175646019083,2,Male,0,0,0.0
PhD,69.60068571549802,2,Yes,54.886617874718,4,Male,0,0,0.0
PhD,98.00396391511619,15,No,79.23260598105726,3,Male,0,0,0.0
Master's,64.11539456476461,11,No,62.14878057635349,2,Male,0,0,0.0
Bachelor's,85.7095818726401,16,Yes,68.38966433524311,1,Male,0,0,0.0
PhD,70.58285530851431,14,Yes,70.60869469363529,4,Female,1,1,0.87
Bachelor's,57.98906536995462,2,Yes,65.1833083369377,5,Female,0,0,0.0
PhD,65.55104952670929,4,No,72.73306875929357,5,Male,0,0,0.0
Bachelor's,69.74694439437847,12,Yes,48.717781068514086,1,Male,0,0,0.0
Bachelor's,79.82817199418358,5,No,59.669021476792445,1,Male,0,0,0.0
Bachelor's,100.0,8,No,56.450983768002814,5,Female,0,0,0.0
Master's,70.8199690902141,18,No,62.787515353629146,1,Female,0,0,0.0
Bachelor's,51.537111530626646,6,No,67.04489326426386,5,Male,0,0,0.0
Bachelor's,45.18133898082724,12,Yes,74.93949061683777,1,Female,0,0,0.0
Bachelor's,63.67323146007601,4,Yes,68.5662283433766,5,Male,0,0,0.0
PhD,53.078681500250696,15,Yes,66.30291759380842,2,Male,0,0,0.0
Bachelor's,78.36859446308895,3,Yes,69.76042448848106,1,Male,0,0,0.0
PhD,78.47883585259623,4,No,68.0188696493237,5,Male,0,0,0.0
Bachelor's,67.8103685153847,19,Yes,71.28629117982486,1,Female,0,0,0.0
Bachelor's,79.86079656849407,18,No,71.6594533592909,5,Female,1,1,0.61
Master's,70.97139021653803,5,Yes,67.20244688364478,5,Female,0,0,0.0
PhD,98.01360693052534,3,Yes,59.249486656117526,4,Male,0,0,0.0
Bachelor's,79.3918741953255,0,No,74.51995947243073,1,Male,0,0,0.0
PhD,83.43425614222404,16,No,83.35695636213309,2,Male,0,0,0.0
PhD,48.27808883769642,8,No,64.39356641426501,3,Male,0,0,0.0
Master's,52.43146829156143,15,Yes,73.90465284267029,3,Female,0,0,0.0
Master's,77.1825763915671,1,No,70.56288754265485,1,Female,0,0,0.0
Master's,46.76164737690505,10,Yes,80.8013117823179,5,Male,0,0,0.0
Master's,60.63286235687347,4,No,66.32674662133147,5,Female,0,0,0.0
Master's,87.69118919632581,12,Yes,72.84095696124069,2,Female,0,0,0.0
Master's,60.312163004418075,19,No,73.76318713085315,1,Female,0,0,0.0
Master's,51.85400940569334,16,No,77.54564754053176,3,Female,0,0,0.0
Master's,80.01314966958722,14,No,63.987160226910234,2,Male,0,0,0.0
Bachelor's,100.0,11,No,78.04025595898868,1,Male,0,0,0.0
PhD,57.870322647061926,5,Yes,69.6732239809852,1,Female,0,0,0.0
Master's,88.36038697214255,19,Yes,80.14236422070333,1,Female,0,0,0.0
Master's,56.00237550153193,12,Yes,71.02177535486099,4,Male,0,0,0.0
PhD,68.3129832833948,17,Yes,87.52883277805202,2,Male,0,0,0.0
Bachelor's,68.9630059044828,14,No,58.906922240724164,1,Male,0,0,0.0
PhD,58.270273898770505,14,No,80.4337708494282,2,Male,0,0,0.0
PhD,83.13092967322207,7,Yes,78.12991742558079,3,Female,0,0,0.0
Master's,46.90418634213842,18,Yes,79.61025079952903,1,Male,0,0,0.0
PhD,72.92571415238618,13,Yes,85.53164492553049,5,Female,1,1,0.83
PhD,86.11246867289393,6,Yes,57.02129594023579,1,Female,0,0,0.0
Master's,81.88245203866306,13,Yes,96.66541621777071,1,Female,0,0,0.0
Master's,77.36822591178486,4,No,80.18951683722764,2,Male,0,0,0.0
Master's,93.77949089802007,14,No,94.29309911621408,2,Female,0,0,0.0
Master's,66.70573949378972,20,Yes,93.65128913729767,4,Female,0,0,0.0
PhD,47.129107770749144,14,Yes,79.28255095231884,1,Male,0,0,0.0
PhD,72.0281032835793,3,No,77.57853027903919,3,Male,0,0,0.0
Bachelor's,68.11356534167965,0,Yes,82.49514914714284,2,Female,0,0,0.0
Bachelor's,38.26269143440207,16,Yes,52.18933144993498,4,Female,0,0,0.0
PhD,53.12348109237419,19,No,74.11939374990298,5,Female,0,0,0.0
Bachelor's,51.21060945524569,0,No,84.68886787419328,5,Female,0,0,0.0
PhD,57.78200611730726,15,No,90.28021890382433,4,Female,0,0,0.0
Bachelor's,64.7323860385196,12,Yes,71.8551951710912,5,Male,0,0,0.0
Master's,65.30689058193413,17,Yes,78.60659167436931,1,Male,0,0,0.0
Bachelor's,58.31792907094916,9,No,80.72541005307292,2,Male,0,0,0.0
Master's,51.19092188149492,17,Yes,74.17750809745078,3,Male,0,0,0.0
Master's,75.66177563138615,16,Yes,65.66410089557388,5,Male,0,0,0.0
Master's,71.74857791834022,8,Yes,68.37536541821251,1,Male,0,0,0.0
Master's,72.20007247985562,13,Yes,64.55338600639632,2,Female,0,0,0.0
Bachelor's,96.68516829001345,20,Yes,59.87600424524589,1,Male,0,0,0.0
PhD,72.44311080309679,12,No,73.30302721394733,1,Male,0,0,0.01
Master's,64.5001334157925,19,Yes,97.16751360162695,2,Female,0,0,0.0
Bachelor's,68.41291011368243,19,No,77.46524298106033,5,Female,0,0,0.0
Master's,71.48228831769376,13,No,72.13025421939327,5,Female,1,1,0.82
Bachelor's,79.23690022317047,10,Yes,78.72865188957552,1,Male,0,0,0.0
Bachelor's,69.32919359736039,12,No,66.74137455499168,4,Female,0,0,0.0
Bachelor's,40.856186492263205,16,No,58.391927287155596,5,Male,0,0,0.0
PhD,63.4487781512616,2,Yes,68.10806316253208,1,Female,0,0,0.0
Bachelor's,70.0223976304518,0,No,63.69726682561859,3,Female,0,0,0.0
Bachelor's,89.56302348477472,20,Yes,56.5112496377362,3,Male,0,0,0.0
PhD,58.211565310804204,4,Yes,69.49812167791414,4,Female,0,0,0.0
PhD,45.47108709069057,12,No,79.88119058882143,1,Female,0,0,0.0
Bachelor's,70.96565809841087,4,Yes,78.94670119406862,3,Female,0,0,0.0
PhD,82.99355382263069,4,No,77.71273452800959,5,Male,0,0,0.0
Master's,64.09865587896407,11,No,91.69361509108653,1,Female,0,0,0.0
Master's,100.0,1,Yes,69.47617697893357,4,Male,0,0,0.0
PhD,100.0,15,Yes,79.32813457443073,4,Male,1,1,0.99
PhD,68.91290928176623,16,Yes,71.11677265513957,5,Female,0,0,0.0
Bachelor's,72.8006973524983,4,Yes,89.21874717907781,3,Female,0,0,0.0
PhD,90.53097211312965,11,Yes,66.91518796851503,3,Male,0,0,0.0
Bachelor's,68.65247909304804,14,Yes,82.43342347872947,4,Male,0,0,0.01
Master's,57.93867224119724,5,Yes,77.49761678749863,2,Female,0,0,0.0
PhD,83.33397859352893,12,Yes,87.1933081139299,4,Male,1,1,1.0
Bachelor's,76.96619263652944,10,Yes,75.09254109900178,4,Male,1,1,0.98
Bachelor's,57.889827819762814,16,Yes,72.63371929363797,1,Male,0,0,0.0
Master's,74.18746255374639,8,No,71.42636115836162,5,Female,1,1,0.91
PhD,67.59909222087582,15,No,73.4678068380848,1,Male,0,0,0.0
Master's,64.2235646298645,16,Yes,56.34730838924928,4,Female,0,0,0.0
Bachelor's,58.212405574992374,19,Yes,69.78693684626317,1,Male,0,0,0.0
Bachelor's,71.82104667433823,17,Yes,69.17954110814703,3,Female,0,0,0.0
PhD,66.0121394966577,12,Yes,63.5961841515271,4,Female,0,0,0.0
Bachelor's,74.27059865138094,10,Yes,69.38952983704115,3,Male,0,0,0.0
PhD,82.29756433097465,12,No,66.02066706420236,3,Male,0,0,0.0
Master's,73.47349554146346,12,Yes,69.86587528528295,5,Female,0,0,0.04
PhD,73.73026899064489,11,Yes,81.24463866829485,3,Male,0,0,0.0
PhD,61.88234397748785,13,No,81.26969331651816,1,Male,0,0,0.0
Bachelor's,87.61534021772303,12,Yes,90.78677057046721,1,Male,0,0,0.0
Bachelor's,57.272060185318495,8,Yes,78.08113988243049,2,Female,0,0,0.0
PhD,45.820119972878075,13,No,59.79565982112787,5,Male,0,0,0.0
Bachelor's,53.935247790938696,0,Yes,71.70796189566781,2,Male,0,0,0.0
Bachelor's,85.51395867149309,8,Yes,68.60933645499765,3,Female,0,0,0.0
Bachelor's,76.88346730297411,3,No,65.17580129132891,4,Female,0,0,0.0
PhD,89.67913934398084,11,Yes,85.72946118756458,1,Male,0,0,0.0
Bachelor's,50.154227122500465,13,No,79.54502402455816,4,Male,0,0,0.0
PhD,100.0,8,Yes,75.70322261231833,2,Female,0,0,0.01
Bachelor's,65.7447372213947,2,No,60.1598575457584,2,Female,0,0,0.0
Master's,43.59484797337913,5,No,74.18066061397913,1,Male,0,0,0.0
Bachelor's,100.0,2,Yes,98.263066853667,2,Male,0,0,0.0
Bachelor's,50.34846607690995,0,No,66.63216943290797,4,Male,0,0,0.0
PhD,64.0315642972418,20,No,72.81924545085477,2,Female,0,0,0.0
PhD,66.91371639340501,2,Yes,88.88822979347252,4,Female,0,0,0.0
Bachelor's,76.66124713750493,13,No,70.61397886383249,3,Male,0,0,0.0
Master's,58.13044786099954,19,No,70.4022919813692,5,Male,0,0,0.01
Bachelor's,85.58969843163665,1,Yes,72.71301278011369,1,Male,0,0,0.0
Bachelor's,81.30454254266114,11,No,78.46593432419658,2,Female,0,0,0.0
Master's,70.28600229670698,9,Yes,65.64405723780675,1,Female,0,0,0.0
PhD,89.86494151692244,12,No,84.23310359454416,2,Male,0,0,0.0
Bachelor's,68.98214918742893,19,No,71.05620571417543,3,Male,0,0,0.0
PhD,65.86531219736939,3,No,77.06303739720252,4,Female,0,0,0.0
PhD,99.97154149988248,18,No,70.83288365708871,1,Male,0,0,0.0
Master's,74.43604063434832,0,Yes,61.64463909408953,3,Male,0,0,0.0
Master's,55.21522925810997,10,No,53.04213230892066,3,Female,0,0,0.0
PhD,57.2459607970479,15,Yes,77.28712592985113,5,Male,0,0,0.02
Bachelor's,70.28437210979128,18,Yes,56.842095683708635,3,Female,0,0,0.0
PhD,34.030025862064505,18,No,82.64416879302928,5,Female,0,0,0.0
Bachelor's,60.505158021773674,11,Yes,76.27132332221582,3,Female,0,0,0.0
Bachelor's,68.49409017299678,2,No,95.2420603737979,4,Male,0,0,0.0
Master's,67.49203719523426,17,Yes,69.16277941375239,3,Male,0,0,0.0
Bachelor's,51.138351283850334,16,No,92.3464220623007,4,Male,0,0,0.0
Bachelor's,63.272263128402024,4,Yes,72.0914539098422,2,Male,0,0,0.0
PhD,87.69705845748078,15,Yes,84.29069113945883,3,Female,0,0,0.0
Master's,84.59723245514331,13,No,80.45682721063824,3,Male,0,0,0.0
Bachelor's,71.43424592093537,18,No,56.65926099133735,2,Female,0,0,0.0
Bachelor's,68.96635035413513,5,Yes,100.0,5,Male,0,0,0.0
Master's,67.57559877307156,2,Yes,91.18520945965382,4,Male,0,0,0.0
PhD,73.54465093892385,5,Yes,78.97555355768046,2,Male,0,0,0.0
Master's,71.53853267011765,11,Yes,88.28808088407428,2,Female,0,0,0.0
Master's,74.8621145630654,19,Yes,77.7391395980914,1,Female,0,0,0.0
Bachelor's,77.52691262408284,10,Yes,83.86081111892108,2,Male,0,0,0.0
Bachelor's,51.83338766219199,6,No,76.56622114454737,5,Female,0,0,0.0
PhD,65.34596962577949,0,No,64.58607260493295,5,Male,0,0,0.0
Bachelor's,72.96868614844297,15,No,73.98295919023934,5,Male,1,1,0.96
Bachelor's,55.51247384914686,15,Yes,69.76610364270663,4,Male,0,0,0.0
Master's,59.89267968460928,16,Yes,81.32324824525975,4,Male,0,0,0.0
Bachelor's,66.73154938572145,14,No,64.46160404774776,3,Female,0,0,0.0
PhD,67.46748012645178,20,No,76.47775258207413,2,Male,0,0,0.0
Master's,73.2490418033697,8,No,60.90495092158275,5,Female,0,0,0.0
PhD,57.27953855563068,4,No,82.70851161283616,2,Male,0,0,0.0
Master's,84.52030682342101,19,No,62.81068429372216,3,Female,0,0,0.0
Bachelor's,67.34386164236759,7,No,81.03653516956608,3,Male,0,0,0.0
Master's,72.177965524081,20,No,76.17929245172252,5,Male,1,1,0.97
Master's,64.45251337478167,0,No,85.42805583994793,2,Female,0,0,0.0
Bachelor's,73.53476125288769,6,Yes,73.48676929115747,3,Male,0,0,0.0
Bachelor's,95.06831739160945,10,No,83.13935380664266,1,Female,0,0,0.0
PhD,64.3132173608061,19,No,76.48901414991334,4,Male,0,0,0.0
PhD,61.8325546837047,20,No,79.28280428972639,2,Female,0,0,0.0
Bachelor's,57.54766667533477,12,Yes,57.08266515225256,5,Male,0,0,0.0
Bachelor's,69.10567225475306,12,No,68.56323689662199,3,Female,0,0,0.0
Bachelor's,68.93194479595427,6,Yes,73.36938776450128,3,Male,0,0,0.0
Master's,70.77164521897272,10,Yes,88.70344299691338,3,Female,0,0,0.0
Master's,77.02383819604474,17,Yes,78.45886798236559,4,Male,1,1,0.98
Master's,75.13252160571109,0,Yes,57.811116229513345,2,Male,0,0,0.0
Bachelor's,69.66217777700939,11,Yes,79.37817048356891,3,Male,0,0,0.0
PhD,99.30702352058367,2,No,66.22714061018779,4,Female,0,0,0.0
Bachelor's,80.36020426138109,0,No,67.09687548836106,1,Female,0,0,0.0
Master's,53.66110085739008,3,Yes,74.41856670104417,2,Male,0,0,0.0
Master's,46.8219702135661,5,Yes,77.76714160074886,5,Female,0,0,0.0
Bachelor's,59.56526311698374,4,Yes,67.22317906068406,2,Male,0,0,0.0
Bachelor's,72.28987570075192,10,Yes,57.53235073571656,3,Female,0,0,0.0
Master's,58.30750516048323,19,Yes,73.22847384652046,5,Male,0,0,0.0
Master's,60.58559132790171,12,No,72.76096136191313,2,Male,0,0,0.0
Master's,70.39100557864727,10,Yes,89.33564011779126,5,Male,1,1,0.94
Bachelor's,64.87041011670584,5,Yes,75.42703400392024,2,Female,0,0,0.0
Master's,39.28448886297315,18,Yes,86.78807542729311,1,Male,0,0,0.0
Master's,86.15764792738581,14,No,96.16141738067763,1,Male,0,0,0.0
PhD,82.67435336360246,20,No,63.92744124160407,1,Female,0,0,0.0
Bachelor's,50.72318712530451,12,No,89.705941364447,2,Male,0,0,0.0
PhD,70.85336649486808,9,Yes,84.32450265662965,5,Male,1,1,0.96
PhD,53.25172704569967,0,Yes,52.81945202830086,1,Female,0,0,0.0
Master's,60.868051302175374,12,No,73.12025174399503,4,Female,0,0,0.0
Bachelor's,77.29229426283028,5,No,82.05573117367629,4,Female,0,0,0.0
Master's,82.15070676100079,20,No,78.37874199611595,1,Male,0,0,0.0
Bachelor's,81.79964408719248,19,Yes,91.57536720827362,1,Male,0,0,0.0
PhD,73.6725880614993,11,Yes,80.90290343566944,3,Female,0,0,0.0
Bachelor's,89.12808604648667,16,No,60.70213350933837,4,Male,0,0,0.0
Master's,60.84157450855927,17,No,82.926160473925,4,Male,0,0,0.0
Master's,64.17056254466053,7,Yes,63.5687438342722,1,Male,0,0,0.0
Master's,31.08058175131987,13,No,69.47375396303326,3,Female,0,0,0.0
Bachelor's,68.60415223252467,4,Yes,85.98318365092432,5,Male,0,0,0.0
PhD,78.69540196054854,1,No,84.85569617266515,3,Female,0,0,0.0
PhD,74.27889418013352,10,Yes,75.38336116072777,3,Male,0,0,0.0
Bachelor's,60.639694701349754,2,Yes,67.7547211179817,4,Female,0,0,0.0
Master's,82.66788409471803,15,No,72.99846390079523,1,Male,0,0,0.0
PhD,68.89253871430711,20,Yes,73.87792099744435,1,Male,0,0,0.0
Master's,81.49640068013052,15,Yes,69.33326431277891,1,Female,0,0,0.0
Bachelor's,77.29224527659395,8,No,86.35475795849467,3,Female,0,0,0.0
Master's,91.36763438354542,12,Yes,70.84557808233002,3,Male,0,0,0.0
PhD,75.09045043849306,9,No,72.38270169443597,2,Male,0,0,0.0
PhD,79.14914009401423,16,Yes,72.65654831724919,5,Female,1,1,0.97
Master's,68.84924366942344,20,No,81.9718702482362,2,Male,0,0,0.0
Bachelor's,62.45664774881508,16,Yes,77.54294296814211,5,Female,0,0,0.0
Master's,77.36098311340547,9,Yes,77.18265683152507,2,Female,0,0,0.0
Bachelor's,92.54096046309564,7,No,65.57370018667848,2,Female,0,0,0.0
Master's,60.761790281155285,6,No,77.34766101691017,2,Male,0,0,0.0
PhD,66.27795506818619,13,Yes,82.46082329129598,2,Male,0,0,0.0
Bachelor's,70.39975652826512,17,No,71.55597982698002,3,Male,0,0,0.0
Bachelor's,80.27344464912571,20,No,76.45908828090285,5,Male,1,1,0.98
Bachelor's,75.18186974332244,18,Yes,84.20770481031941,2,Male,0,0,0.0
PhD,83.695947346501,17,No,66.98586997053827,2,Male,0,0,0.0
Master's,99.60864213461718,13,Yes,67.12657364559168,1,Male,0,0,0.0
PhD,60.41648035020705,9,No,73.79456386322282,3,Male,0,0,0.0
Bachelor's,79.14593467218084,0,Yes,82.80058426276372,4,Male,0,0,0.0
Master's,74.80959667280756,8,No,45.17842340269298,1,Female,0,0,0.0
PhD,70.28560326141925,17,Yes,73.04419533528605,4,Female,0,1,0.84
Bachelor's,79.09127835515174,12,Yes,67.95319626508235,2,Female,0,0,0.0
Bachelor's,65.99795469402382,16,No,78.57451586414102,5,Male,0,0,0.0
PhD,74.84568597470481,15,No,74.0162179075499,4,Female,0,1,0.96
PhD,50.42061355429077,10,Yes,86.42772359993778,4,Male,0,0,0.0
PhD,61.91777082841266,8,No,81.49708133469093,4,Female,0,0,0.0
Bachelor's,85.71281221164645,6,Yes,72.72375624506834,5,Male,1,1,0.93
PhD,85.13624473906631,0,Yes,64.8161178190781,1,Female,0,0,0.0
Bachelor's,73.89149945077278,8,No,78.49581365586303,3,Male,0,0,0.0
PhD,63.20425368415381,9,No,72.00636612773737,5,Male,0,0,0.0
Bachelor's,82.37898744527415,15,No,72.95593856947873,1,Male,0,0,0.0
Bachelor's,88.54731072244957,20,Yes,63.37581564153082,2,Male,0,0,0.0
Master's,63.81449695163481,17,No,76.52647337850534,1,Male,0,0,0.0
PhD,48.17470470022276,13,No,69.9265084830087,4,Female,0,0,0.0
PhD,76.73702388181029,10,No,70.93029474894358,1,Female,0,0,0.0
Bachelor's,83.70652416111164,3,Yes,38.82060645696376,1,Male,0,0,0.0
Bachelor's,78.81225289507115,18,No,75.33390445180252,2,Female,0,0,0.0
Bachelor's,93.4761879584491,12,No,65.48569794319378,2,Male,0,0,0.0
Master's,93.53950998292216,0,Yes,80.15968601045087,1,Male,0,0,0.0
Master's,65.4190405502975,20,No,75.71105073774197,5,Female,0,0,0.0
Bachelor's,72.98491578365679,18,Yes,60.303603697135706,2,Female,0,0,0.0
PhD,62.55197736980434,14,No,73.96397421978473,4,Female,0,0,0.0
PhD,54.66904455089014,19,Yes,77.1493765281465,5,Male,0,0,0.0
Master's,55.54841042797015,14,Yes,95.86654537316537,1,Female,0,0,0.0
Master's,80.75532029894565,10,Yes,80.99367595570689,4,Female,1,1,1.0
Bachelor's,74.54331281029664,4,No,62.08678846932756,4,Male,0,0,0.0
PhD,83.34941260751259,9,No,94.4318049044688,5,Female,0,0,0.41
Bachelor's,100.0,17,Yes,72.251205982376,1,Male,0,0,0.0
Master's,77.49801404862096,6,No,72.20802996060851,4,Male,1,1,0.93
PhD,58.18119131349404,0,No,94.41891901137956,2,Female,0,0,0.0
PhD,85.52690231012438,2,No,68.71539398539934,2,Male,0,0,0.0
Master's,57.90231561488336,0,Yes,73.42863482349632,5,Male,0,0,0.0
Bachelor's,96.22505327177115,16,No,58.6866786239528,2,Male,0,0,0.0
Bachelor's,40.42826261991984,14,Yes,74.60923200503096,3,Male,0,0,0.0
PhD,61.80176574496355,4,Yes,73.48953431325467,1,Male,0,0,0.0
Master's,79.3320740966647,15,No,71.02166435616732,4,Male,1,1,0.95
PhD,87.66281490736816,11,No,76.58311508606671,4,Male,1,1,0.9
Master's,59.84525310564727,18,Yes,66.81001893439363,5,Male,0,0,0.0
Bachelor's,57.126130482200146,13,No,89.64545097122401,5,Male,0,0,0.02
Master's,72.22550787454566,2,No,75.18375437403299,4,Female,0,0,0.01
Bachelor's,98.63490775348578,18,Yes,67.30121978786933,2,Female,0,0,0.0
Master's,46.924335500022806,0,No,61.07515168518244,5,Female,0,0,0.0
PhD,65.288198542413,20,Yes,75.4732325184972,3,Male,0,0,0.0
Bachelor's,73.90277529588678,0,Yes,84.18449963806134,5,Male,0,0,0.0
PhD,58.060759551382006,9,No,78.56185377988756,2,Female,0,0,0.0
PhD,58.00920673435107,2,Yes,94.85513953360169,1,Male,0,0,0.0
Bachelor's,66.49912578087321,12,No,95.07197488768173,3,Female,0,0,0.0
Bachelor's,74.39064739074212,5,No,62.20810086390544,5,Male,0,0,0.0
PhD,67.07407530255007,10,No,60.09307852324521,1,Male,0,0,0.0
PhD,91.98348478548948,5,Yes,67.30274109760339,1,Male,0,0,0.0
PhD,78.88905667602626,2,Yes,82.0534907860612,4,Male,0,0,0.0
PhD,75.74746034822608,15,Yes,78.90006094013559,2,Male,0,0,0.0
Bachelor's,85.41480428962558,8,No,85.10788067204304,4,Male,1,1,1.0
Bachelor's,76.01204337122385,7,No,64.6437320988146,2,Female,0,0,0.0
PhD,63.352200590477985,2,Yes,57.26138315672526,1,Female,0,0,0.0
Master's,66.05271320358426,4,No,69.0862904157985,5,Female,0,0,0.0
Master's,53.0584567958287,20,No,80.86586774846499,2,Female,0,0,0.0
Bachelor's,100.0,13,Yes,76.61674465467817,2,Female,0,0,0.0
PhD,83.96085954601095,4,Yes,87.4559579310102,1,Male,0,0,0.0
PhD,31.60627370274257,18,Yes,67.88064730448173,3,Female,0,0,0.0
Bachelor's,89.99692648964488,4,No,84.95557918802064,1,Male,0,0,0.0
Master's,48.01101039339079,20,No,68.9289902213053,1,Female,0,0,0.0
Master's,77.8100346696442,19,No,82.78360657438988,2,Male,0,0,0.0
Master's,36.939613697329875,19,Yes,82.61810674810862,1,Female,0,0,0.0
Bachelor's,63.5780598805514,1,Yes,90.7580207998385,4,Male,0,0,0.0
Master's,90.11400261612758,6,Yes,61.609244985960295,1,Male,0,0,0.0
Bachelor's,90.94950829929155,0,Yes,88.83318909861475,5,Female,0,0,0.0
Bachelor's,74.60163089205952,20,No,79.4597889121101,1,Female,0,0,0.0
PhD,81.81197189856785,17,Yes,75.6034169696774,1,Female,0,0,0.0
Master's,48.796446612873815,9,No,73.6666623321044,5,Female,0,0,0.0
Bachelor's,78.07499909004997,5,Yes,74.2721175086698,3,Female,0,0,0.0
Master's,82.76456114922759,6,No,75.39424822455452,3,Male,0,0,0.0
Master's,100.0,11,Yes,58.91208659311758,3,Male,0,0,0.0
PhD,60.65171050477862,17,No,77.44039454743233,4,Male,0,0,0.0
Master's,70.24454225542166,10,No,76.51435697206723,5,Male,1,1,0.91
PhD,71.17172667478157,18,Yes,68.4206905270721,4,Male,0,0,0.01
Bachelor's,80.47875600664305,3,No,75.32850192915909,4,Male,0,0,0.0
Master's,83.20766032323452,18,Yes,86.03317229579719,4,Male,1,1,0.99
Bachelor's,85.91372667684799,12,No,68.85185218237112,5,Male,0,0,0.01
Master's,84.81943238969217,18,Yes,63.60854624120596,2,Female,0,0,0.0
Bachelor's,47.78322561233925,1,Yes,67.773068931204,2,Male,0,0,0.0
Master's,30.802046795264474,8,Yes,54.13507732430324,3,Male,0,0,0.0
Master's,62.284354193754474,7,No,92.90709529850163,4,Male,0,0,0.01
Master's,69.46874733090415,20,No,66.68614290791335,3,Male,0,0,0.0
Master's,60.800983610696505,13,Yes,87.62757779139734,4,Female,0,0,0.0
Master's,63.10452785498349,8,No,62.59539385134449,3,Female,0,0,0.0
Master's,64.956258583897,12,Yes,68.81331420928805,1,Male,0,0,0.0
Master's,78.66161499129055,17,No,75.64092650047212,5,Male,1,1,0.95
Master's,54.49461917441455,5,Yes,81.43953978400941,4,Male,0,0,0.0
Master's,68.83258345058911,2,Yes,74.30265010661492,4,Female,0,0,0.0
Bachelor's,68.9473957567144,9,Yes,59.60468734122753,4,Female,0,0,0.0
PhD,78.3204900776273,9,Yes,74.44511638383332,5,Male,1,1,0.98
Master's,87.42857259569354,9,Yes,87.59291108122922,1,Female,0,0,0.0
PhD,95.26161097182093,8,No,78.25745468070784,2,Male,0,0,0.0
Master's,58.81013829367835,11,No,97.15709993661727,5,Female,0,0,0.0
Master's,40.00038084153261,7,No,76.71414131683412,1,Male,0,0,0.0
Bachelor's,66.37107656897071,8,No,85.13230718928622,3,Male,0,0,0.0
Bachelor's,46.1707471255023,16,Yes,80.25218699575237,4,Male,0,0,0.0
PhD,100.0,7,Yes,68.66701445441691,4,Male,0,0,0.0
Bachelor's,56.90679221735454,17,Yes,74.38339374227151,2,Female,0,0,0.0
Bachelor's,78.45750648479097,19,No,86.12725928591493,3,Female,0,0,0.0
PhD,84.01099160011644,16,Yes,71.53054927267716,1,Male,0,0,0.0
Bachelor's,75.10933492357005,5,No,78.99511337378765,3,Male,0,0,0.0
Master's,100.0,9,No,68.78682189863646,3,Male,0,0,0.0
PhD,66.96278289826284,0,No,84.29138444702328,2,Male,0,0,0.0
PhD,57.47677363942773,20,Yes,75.82698366882407,1,Male,0,0,0.0
Master's,56.700630817731124,0,No,83.64686925524597,2,Male,0,0,0.0
Bachelor's,81.25008541905522,8,No,87.45337422663117,1,Female,0,0,0.0
PhD,67.15302630602415,19,No,81.7158529767248,5,Female,0,0,0.0
PhD,56.70266515895174,2,No,73.19355533693019,5,Male,0,0,0.0
Master's,76.61957823285358,5,No,73.37660241556142,4,Female,0,0,0.0
